participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.guess,player.is_winner,player.payoff,group.id_in_subsession,group.two_thirds_avg,group.best_guess,group.num_winners,group.high_info,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,ylo9kly2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.631262+00:00,0,1,,,58.00,4,100,0,0.00,3,45.0,40,3,0,2,uj5l7u32,,,,,,0
13,k4zc9gdc,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.674559+00:00,0,1,,,53.00,5,35,0,0.00,3,45.0,40,3,0,2,uj5l7u32,,,,,,0
14,lar0iz9i,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.826983+00:00,0,1,,,72.00,6,100,0,0.00,3,45.0,40,3,0,2,uj5l7u32,,,,,,0
15,icz6c5n7,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.925640+00:00,0,1,,,292.00,7,40,1,40.00,3,45.0,40,3,0,2,uj5l7u32,,,,,,0
16,srminqqy,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.898154+00:00,0,1,,,187.00,8,50,1,50.00,3,45.0,40,3,0,2,uj5l7u32,,,,,,0
17,z7qwa9oy,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.970080+00:00,0,1,,,192.00,1,30,1,30.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
18,1gbylnry,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.160847+00:00,0,1,,,335.00,2,66,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
19,xajsoyzg,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.594081+00:00,0,1,,,190.00,3,50,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
20,e805mm7h,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.696052+00:00,0,1,,,201.00,4,23,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
21,bclwpgej,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.825881+00:00,0,1,,,300.00,5,25,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
22,foygtayj,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.374241+00:00,0,1,,,581.00,6,100,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
23,ebhcup8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.853549+00:00,0,1,,,659.00,7,100,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
24,1nhkv51c,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.885844+00:00,0,1,,,138.00,8,45,0,0.00,4,36.58,30,1,0,2,uj5l7u32,,,,,,0
1,1hex9723,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.217688+00:00,0,1,,,58.00,1,10,1,10.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
2,nogw0iv1,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.241062+00:00,0,1,,,82.00,2,10,1,10.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
3,t6ughy4u,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.234841+00:00,0,1,,,10.00,3,1,0,0.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
4,wxwm5zls,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.250199+00:00,0,1,,,125.00,4,27,0,0.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
5,llq03q1f,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.313790+00:00,0,1,,,10.00,5,67,0,0.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
6,1k1coix8,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.328137+00:00,0,1,,,112.00,6,10,1,10.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
7,k327pu9d,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.372170+00:00,0,1,,,63.00,7,28,0,0.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
8,5088l69z,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.414833+00:00,0,1,,,35.00,8,25,0,0.00,2,14.83,10,3,0,3,uj5l7u32,,,,,,0
9,7h33absp,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.395045+00:00,0,1,,,72.00,1,40,1,40.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
10,t0k68v8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.654534+00:00,0,1,,,256.00,2,40,1,40.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
11,1az8rwm2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.432733+00:00,0,1,,,174.00,3,70,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
12,ylo9kly2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.631262+00:00,0,1,,,58.00,4,100,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
13,k4zc9gdc,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.674559+00:00,0,1,,,53.00,5,35,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
14,lar0iz9i,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.826983+00:00,0,1,,,72.00,6,100,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
15,icz6c5n7,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.925640+00:00,0,1,,,292.00,7,45,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
16,srminqqy,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.898154+00:00,0,1,,,187.00,8,50,0,0.00,3,40.0,40,2,0,3,uj5l7u32,,,,,,0
17,z7qwa9oy,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.970080+00:00,0,1,,,192.00,1,30,0,0.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
18,1gbylnry,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.160847+00:00,0,1,,,335.00,2,40,1,40.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
19,xajsoyzg,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.594081+00:00,0,1,,,190.00,3,80,0,0.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
20,e805mm7h,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.696052+00:00,0,1,,,201.00,4,40,1,40.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
21,bclwpgej,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.825881+00:00,0,1,,,300.00,5,40,1,40.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
22,foygtayj,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.374241+00:00,0,1,,,581.00,6,100,0,0.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
23,ebhcup8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.853549+00:00,0,1,,,659.00,7,100,0,0.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
24,1nhkv51c,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.885844+00:00,0,1,,,138.00,8,50,0,0.00,4,40.0,40,3,0,3,uj5l7u32,,,,,,0
1,1hex9723,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.217688+00:00,0,1,,,58.00,1,11,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
2,nogw0iv1,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.241062+00:00,0,1,,,82.00,2,15,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
3,t6ughy4u,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.234841+00:00,0,1,,,10.00,3,16,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
4,wxwm5zls,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.250199+00:00,0,1,,,125.00,4,10,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
5,llq03q1f,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.313790+00:00,0,1,,,10.00,5,67,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
6,1k1coix8,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.328137+00:00,0,1,,,112.00,6,8,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
7,k327pu9d,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.372170+00:00,0,1,,,63.00,7,14,1,14.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
8,5088l69z,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.414833+00:00,0,1,,,35.00,8,25,0,0.00,2,13.83,14,1,0,4,uj5l7u32,,,,,,0
9,7h33absp,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.395045+00:00,0,1,,,72.00,1,100,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
10,t0k68v8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.654534+00:00,0,1,,,256.00,2,34,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
11,1az8rwm2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.432733+00:00,0,1,,,174.00,3,50,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
12,ylo9kly2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.631262+00:00,0,1,,,58.00,4,100,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
13,k4zc9gdc,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.674559+00:00,0,1,,,53.00,5,39,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
14,lar0iz9i,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.826983+00:00,0,1,,,72.00,6,33,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
15,icz6c5n7,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.925640+00:00,0,1,,,292.00,7,35,1,35.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
16,srminqqy,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.898154+00:00,0,1,,,187.00,8,45,0,0.00,3,36.33,35,1,0,4,uj5l7u32,,,,,,0
17,z7qwa9oy,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.970080+00:00,0,1,,,192.00,1,45,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
18,1gbylnry,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.160847+00:00,0,1,,,335.00,2,40,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
19,xajsoyzg,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.594081+00:00,0,1,,,190.00,3,40,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
20,e805mm7h,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.696052+00:00,0,1,,,201.00,4,39,1,39.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
21,bclwpgej,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.825881+00:00,0,1,,,300.00,5,65,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
22,foygtayj,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.374241+00:00,0,1,,,581.00,6,100,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
23,ebhcup8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.853549+00:00,0,1,,,659.00,7,100,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
24,1nhkv51c,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:17.885844+00:00,0,1,,,138.00,8,33,0,0.00,4,38.5,39,1,0,4,uj5l7u32,,,,,,0
1,1hex9723,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.217688+00:00,0,1,,,58.00,1,12,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
2,nogw0iv1,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.241062+00:00,0,1,,,82.00,2,13,1,13.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
3,t6ughy4u,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.234841+00:00,0,1,,,10.00,3,1,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
4,wxwm5zls,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.250199+00:00,0,1,,,125.00,4,12,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
5,llq03q1f,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.313790+00:00,0,1,,,10.00,5,87,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
6,1k1coix8,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.328137+00:00,0,1,,,112.00,6,13,1,13.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
7,k327pu9d,,0,144,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.372170+00:00,0,1,,,63.00,7,16,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
8,5088l69z,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.414833+00:00,0,1,,,35.00,8,10,0,0.00,2,13.67,13,2,0,5,uj5l7u32,,,,,,0
9,7h33absp,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.395045+00:00,0,1,,,72.00,1,24,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
10,t0k68v8s,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.654534+00:00,0,1,,,256.00,2,32,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
11,1az8rwm2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.432733+00:00,0,1,,,174.00,3,30,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
12,ylo9kly2,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.631262+00:00,0,1,,,58.00,4,1,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
13,k4zc9gdc,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.674559+00:00,0,1,,,53.00,5,32,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
14,lar0iz9i,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.826983+00:00,0,1,,,72.00,6,33,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
15,icz6c5n7,,0,145,144,guess_two_thirds_with_regret_group_size_8,8,Debrief,10.42.223.82,2017-09-12 10:07:16.925640+00:00,0,1,,,292.00,7,30,0,0.00,3,16.83,20,1,0,5,uj5l7u32,,,,,,0
